timestamp	measurement_desc	pi_value1	plant_name
2019-02-07 08:00:00	Fos_Oil_Deodorization_Out	1.23	Primavera do Leste
2019-02-07 16:00:00	Fos_Oil_Deodorization_Out	1.00	Primavera do Leste
2019-02-07 00:00:00	Fos_Oil_Deodorization_Out	1.00	Primavera do Leste
2019-02-08 08:00:00	Fos_Oil_Deodorization_Out	1.19	Primavera do Leste
2019-02-08 16:00:00	Fos_Oil_Deodorization_Out	1.00	Primavera do Leste
2019-02-08 00:00:00	Fos_Oil_Deodorization_Out	1.69	Primavera do Leste
2019-02-09 08:00:00	Fos_Oil_Deodorization_Out	1.19	Primavera do Leste
2019-02-09 16:00:00	Fos_Oil_Deodorization_Out	1.03	Primavera do Leste
2019-02-09 00:00:00	Fos_Oil_Deodorization_Out	1.47	Primavera do Leste
2019-02-10 08:00:00	Fos_Oil_Deodorization_Out	1.04	Primavera do Leste
2019-02-10 16:00:00	Fos_Oil_Deodorization_Out	1.21	Primavera do Leste
2019-02-10 00:00:00	Fos_Oil_Deodorization_Out	1.00	Primavera do Leste
2019-02-11 08:00:00	Fos_Oil_Deodorization_Out	1.27	Primavera do Leste
2019-02-11 16:00:00	Fos_Oil_Deodorization_Out	1.56	Primavera do Leste
2019-02-11 00:00:00	Fos_Oil_Deodorization_Out	1.31	Primavera do Leste
2019-02-12 08:00:00	Fos_Oil_Deodorization_Out	1.11	Primavera do Leste
2019-02-12 16:00:00	Fos_Oil_Deodorization_Out	1.77	Primavera do Leste
2019-02-12 00:00:00	Fos_Oil_Deodorization_Out	1.53	Primavera do Leste
2019-02-13 08:00:00	Fos_Oil_Deodorization_Out	3.74	Primavera do Leste
2019-02-13 16:00:00	Fos_Oil_Deodorization_Out	11.28	Primavera do Leste
2019-02-13 00:00:00	Fos_Oil_Deodorization_Out	10.43	Primavera do Leste
2019-02-14 08:00:00	Fos_Oil_Deodorization_Out	13.35	Primavera do Leste
2019-02-14 16:00:00	Fos_Oil_Deodorization_Out	12.18	Primavera do Leste
2019-02-15 08:00:00	Fos_Oil_Deodorization_Out	15.27	Primavera do Leste
2019-02-15 16:00:00	Fos_Oil_Deodorization_Out	13.57	Primavera do Leste
2019-02-15 00:00:00	Fos_Oil_Deodorization_Out	2.19	Primavera do Leste
2019-02-16 08:00:00	Fos_Oil_Deodorization_Out	1.58	Primavera do Leste
2019-02-16 16:00:00	Fos_Oil_Deodorization_Out	5.07	Primavera do Leste
2019-02-16 00:00:00	Fos_Oil_Deodorization_Out	3.53	Primavera do Leste
2019-02-17 08:00:00	Fos_Oil_Deodorization_Out	3.35	Primavera do Leste
