timestamp;acidez_day_tank;clorofila;degomagem_enzimatica_sabao_ika;degomagem_enzimatica_spin_test;clarificacao_cor_vermelha;clarificacao_clorofila;desodorizacao_acidez;desodorizacao_sabao;desodorizacao_clorofila;desodorizacao_cor_amarela;desodorizacao_cor_vermelha
02/11/2020 16:00;0,45;1063;748;0;5,6;51;0,02;2;31;0,7;0,5
02/11/2020 18:00;0;0;0;0;5,8;37;0,02;1,5;32;4,5;0,7
02/11/2020 20:00;0;0;0;0;43;43;0,02;0,9;29;3,9;0,4
02/11/2020 22:00;0;0;0;0;7,2;57;0,02;1,2;25;4,2;0,5
02/12/2020 00:00;0,38;1234;840;0;6,1;130;0,02;1,4;30;4,6;0,4
02/12/2020 02:00;0;0;0;0;6,1;48;0,03;1,8;26;3,4;0,5
02/12/2020 04:00;0;0;0;0;7,2;55;0,02;2,2;32;4,6;0,4
02/12/2020 06:00;0;No events found,;0;0;6,8;46;0,04;1,8;34;3,9;0,5
02/12/2020 08:00;0,45;1405;781;0;7;89;0,03;0,9;45;3,2;0,3
02/12/2020 10:00;0;0;0;0;6,6;72;0,02;0,9;73;3,5;0,2
02/12/2020 12:00;0;0;0;0;7;83;0,02;0,9;70;3,1;0,3
02/12/2020 14:00;0;0;0;0;6,9;86;0,02;1,3;43;3,2;0,2
02/12/2020 16:00;0,51;1411;715;0;7,3;91;0,02;1,8;44;4,9;0,5
02/12/2020 18:00;0;0;0;0;6,9;60;0,02;0,9;122;7,2;0,7
02/12/2020 20:00;0;0;0;0;76;76;0,02;0,9;39;4,2;0,5
02/12/2020 22:00;0;0;0;0;7;82;0,02;1,5;44;4,9;0,5
2/13/2020 0:00;0,47;1358;868;0;7;79;0,03;1,2;51;5;0,5
2/13/2020 2:00;0;0;0;0;7,8;71;0,03;1,4;68;5,8;0,5
2/13/2020 4:00;0;0;0;0;6,8;81;0,02;2,2;70;7,4;0,7
2/13/2020 6:00;0;No events found,;0;0;7,4;72;0,03;1,4;62;6,8;0,4
2/13/2020 8:00;0,51;1283;766;0;7,1;106;0,03;3,3;57;4,7;0,4
2/13/2020 10:00;0;0;0;0;6,6;83;0,03;2,7;45;5,3;0,3
2/13/2020 12:00;0;0;0;0;6,6;80;0,03;2,3;21;4,2;0,3
2/13/2020 14:00;0;0;0;0;8,1;107;0,03;2;70;5,3;0,4
2/13/2020 16:00;0,34;1223;821;0;6,1;191;0,03;1,5;67;4,9;0,5
2/13/2020 18:00;0;0;0;0;6,4;88;0,02;1,2;79;5,65;0,5
2/13/2020 20:00;0;0;0;0;79;79;0,02;1;83;4,8;0,5
2/13/2020 22:00;0;0;0;0;6,8;80;0,03;1,5;72;4,8;0,4
2/14/2020 0:00;0,61;1174;755;0;7,4;121;0,03;1;68;4,7;0,5
2/14/2020 2:00;0;0;0;0;7,1;137;0,03;0,9;83;6,4;0,6
2/14/2020 4:00;0;0;0;0;6,9;128;0,02;0,6;80;6,5;0,6
2/14/2020 6:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
2/14/2020 8:00;0,52;1203;780;0;7;86;0,03;2;45;5,2;0,3
2/14/2020 10:00;0;0;0;0;7,6;100;0,03;1,2;49;4,9;0,6
2/14/2020 12:00;0;0;0;0;6,6;89;0,02;2;49;4,6;0,5
2/14/2020 14:00;0;0;0;0;7,1;107;0,02;2,2;56;5,2;0,4
2/14/2020 16:00;0,45;1172;784;0;7,1;174;0,03;1,5;70;5;0,5
2/14/2020 18:00;0;0;0;0;7,1;124;0,03;1,5;76;4,9;0,5
2/14/2020 20:00;0;0;0;0;106;106;0,03;1,2;64;4,8;0,5
2/14/2020 22:00;0;0;0;0;7,1;112;0,02;1,1;59;4,8;0,5
2/15/2020 0:00;0,52;1198;522;0;7,1;119;0,03;2,1;63;5,3;0,5
2/15/2020 2:00;0;0;0;0;7,1;111;0,02;1,5;85;4,5;0,3
2/15/2020 4:00;0;0;0;0;7,3;103;0,02;0,9;87;6,8;0,7
2/15/2020 6:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
2/15/2020 8:00;0,53;1150;701;0;7,1;106;0,03;1,6;46;5,6;0,4
2/15/2020 10:00;0;0;0;0;7;100;0,02;1,5;70;5,1;0,5
2/15/2020 12:00;0;0;0;0;8;110;0,03;1,5;51;4,6;0,5
2/15/2020 14:00;0;0;0;0;7,6;118;0,03;2;72;5,5;0,5
2/15/2020 16:00;0,48;1173;745;0;7;123;0,03;1,5;98;6,8;0,7
2/15/2020 18:00;0;0;0;0;6,9;110;0,02;1,5;88;5,6;0,5
2/15/2020 20:00;0;0;0;0;110;110;0,03;1,6;68;5,3;0,5
2/15/2020 22:00;0;0;0;0;7;113;0,03;1,5;75;5,4;0,5
2/16/2020 0:00;0,49;1159;758;0;7;108;0,03;1,5;88;4,3;0,3
2/16/2020 2:00;0;0;0;0;7,2;105;0,03;1,3;68;4,5;0,4
2/16/2020 4:00;0;0;0;0;7,2;105;0,03;0,9;98;5,5;0,5
2/16/2020 6:00;0;No events found,;0;0;7,6;126;0,02;1,2;66;5,3;0,5
2/16/2020 8:00;0,55;1165;823;0;7,6;115;0,03;1,5;73;9,1;0,9
2/16/2020 10:00;0;0;0;0;8,1;100;0,03;1,6;70;7;0,5
2/16/2020 12:00;0;0;0;0;7,3;110;0,03;1,8;81;4,8;0,3
2/16/2020 14:00;0;0;0;0;7,2;103;0,03;1,5;85;5;0,4
2/16/2020 16:00;0,47;1148;789;0,54;7,2;117;0,03;1,4;91;5,7;0,6
2/16/2020 18:00;0;0;0;0;7,1;123;0,03;1,6;65;5,3;0,5
2/16/2020 20:00;0;0;0;0;126;126;0,03;1,4;71;5,7;0,7
2/16/2020 22:00;0;0;0;0;7;140;0,03;1,6;98;5,6;0,5
2/17/2020 0:00;0,42;918;789;0;7,1;142;0,03;2,1;107;6,4;0,7
2/17/2020 2:00;0;0;0;0;7,1;114;0,03;1,8;159;7,5;0,8
2/17/2020 4:00;0;0;0;0;7;111;0,03;1,5;72;6,4;0,6
2/17/2020 6:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
2/17/2020 8:00;0,62;1216;752;0;7,6;118;0,03;1,8;74;5,1;0,5
2/17/2020 10:00;0;0;0;0;7,6;110;0,03;2;72;5,2;0,6
2/17/2020 12:00;0;0;0;0;8,1;100;0,03;1,9;65;5,3;0,6
2/17/2020 14:00;0;0;0;0;7,2;112;0,03;2,2;80;5,4;0,4
2/17/2020 16:00;0,43;1222;648;0,58;7,6;114;0,03;1,4;74;4,9;0,5
2/17/2020 18:00;0;0;0;0;7;115;0,03;1,8;70;5,3;0,5
2/17/2020 20:00;0;0;0;0;115;115;0,03;1,5;75;5,7;0,7
2/17/2020 22:00;0;0;0;0;7,1;117;0,03;2;82;5,6;0,6
2/18/2020 0:00;0,45;1223;824;0;6,9;107;0,02;1,5;78;5,6;0,5
2/18/2020 2:00;0;0;0;0;6,8;113;0,03;1,8;68;5,7;0,5
2/18/2020 4:00;0;0;0;0;6,7;115;0,03;1,6;79;6,5;0,7
2/18/2020 6:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
2/18/2020 8:00;0,6;1218;535;0;7,6;143;0,03;2,1;112;5,8;0,5
2/18/2020 10:00;0;0;0;0;6,9;158;0,03;1,1;202;7,1;0,8
2/18/2020 12:00;0;0;0;0;6,5;91;0,02;1,7;79;5,7;0,6
2/18/2020 14:00;0;0;0;0;6,9;97;0,02;0,9;55;5;0,5
2/18/2020 16:00;0,38;1115;678;0,54;6,9;113;0,03;0,7;42;5;0,6
2/18/2020 18:00;0;0;0;0;7,3;113;0,02;1,4;123;6,5;0,6
2/18/2020 20:00;0;0;0;0;101;101;0,03;1,6;91;6;0,6
2/18/2020 22:00;0;0;0;0;7,1;108;0,03;1,8;70;5,4;0,5
2/19/2020 0:00;0,43;1149;754;0;7;110;0,02;1,8;70;5,7;0,6
2/19/2020 2:00;0;0;0;0;6,8;129;0,03;0,9;77;7,1;0,8
2/19/2020 4:00;0;0;0;0;7;119;0,03;0,9;88;7;0,8
2/19/2020 6:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
2/19/2020 8:00;0,77;1331;782;0;6,8;123;0,03;2;76;6;0,6
2/19/2020 10:00;0;0;0;0;7;133;0,03;1,5;79;5,7;0,6
2/19/2020 12:00;0;0;0;0;7,1;125;0,03;2,2;120;8,5;0,9
2/19/2020 14:00;0;0;0;0;6,8;127;0,02;1,8;138;6,7;0,7
2/19/2020 16:00;0,75;1525;741;0,57;7;116;0,03;1,7;95;6,3;0,6
2/19/2020 18:00;0;0;0;0;7,1;130;0,03;1,6;91;6,6;0,6
2/19/2020 20:00;0;0;0;0;110;110;0,03;1,8;90;6,5;0,5
2/19/2020 22:00;0;No events found,;0;0;8;123;0,02;1,5;87;6,3;0,6
2/20/2020 0:00;0;1644;598;0;6,9;135;0,03;1,8;79;6,4;0,6
2/20/2020 2:00;0;No events found,;0;0;6,9;142;0,03;1,5;83;6,1;0,5
2/20/2020 4:00;0;No events found,;0;0;7;152;0,03;2,1;87;6,7;0,7
2/20/2020 6:00;0;No events found,;0;0;6,1;174;0,03;1,4;91;6,5;0,7
2/20/2020 8:00;0,55;1683;675;0;7,3;174;0,03;0,9;144;7,8;0,9
2/20/2020 10:00;0;0;0;0;6,7;146;0,02;1,1;104;9,2;0,9
2/20/2020 12:00;0;0;0;0;6,8;190;0,03;0,9;96;6,7;0,7
2/20/2020 14:00;0;0;0;0;6;247;0,03;1,7;121;6,8;0,8
2/20/2020 16:00;0,63;1762;752;0;6,4;126;0,03;0,9;130;6,9;0,7
2/20/2020 18:00;0;0;0;0;6,6;135;0,03;0,6;90;6,5;0,7
2/20/2020 20:00;0;0;0;0;110;110;0,03;0,5;74;7;0,5
2/20/2020 22:00;0;0;0;0;6,6;119;0,03;0,3;65;5,6;0,6
2/21/2020 0:00;0,67;1752;730;0;6,6;120;0,03;0,9;74;5,5;0,5
2/21/2020 2:00;0;0;0;0;5,6;141;0,03;0,8;93;6,7;0,6
2/21/2020 4:00;0;0;0;0;6,2;130;0,03;1,3;109;7,8;0,8
2/21/2020 6:00;0;No events found,;0;0;6,3;118;0,02;1,4;84;6,5;0,8
2/21/2020 8:00;0,51;1695;733;0;5,8;110;0,03;1,6;92;6,1;0,6
2/21/2020 10:00;0;0;0;0;7;113;0,03;1,8;76;5,7;0,7
2/21/2020 12:00;0;0;0;0;6,4;148;0,03;1;87;6,6;0,6
2/21/2020 14:00;0;0;0;0;5,5;187;0,02;0,6;98;6,4;0,6
2/21/2020 16:00;0,6;1713;852;0;6,1;118;0,03;0,5;98;6,1;0,6
2/21/2020 18:00;0;0;0;0;6,6;109;0,03;0,9;81;6,2;0,6
2/21/2020 20:00;0;0;0;0;97;97;0,03;0,9;100;6,6;0,6
2/21/2020 22:00;0;0;0;0;6,5;126;0,03;0,8;76;5,4;0,4
2/22/2020 0:00;0,47;1744;700;0;6,4;136;0,03;1;88;7;0,8
2/22/2020 2:00;0;0;0;0;6,6;122;0,03;0,6;94;7,5;0,9
2/22/2020 4:00;0;0;0;0;5,8;118;0,03;0,8;79;7,2;0,6
2/22/2020 6:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
2/22/2020 8:00;0,55;1683;675;0;7,3;174;0,03;0,9;144;7,8;0,9
2/22/2020 10:00;0;0;0;0;6,7;146;0,02;1,1;104;9,2;0,9
2/22/2020 12:00;0;0;0;0;6,8;190;0,03;0,9;96;6,7;0,7
2/22/2020 14:00;0;0;0;0;6;247;0,03;1,7;121;6,8;0,8
2/22/2020 16:00;0,46;1698;789;0,58;6,5;105;0,02;0,9;108;7,2;0,7
2/22/2020 18:00;0;0;0;0;6,6;124;0,02;1,5;69;6,1;0,5
2/22/2020 20:00;0;0;0;0;180;180;0,05;1,2;64;9,9;0,9
2/22/2020 22:00;0;0;0;0;6,4;127;0,03;1,5;86;9,3;0,9
2/23/2020 0:00;0;0;0;0;0;0;0;0;0;0;0
2/23/2020 2:00;0;0;0;0;6,6;123;0,05;1,7;30;4,3;0
2/23/2020 4:00;0;0;0;0;6,3;156;0,03;0,5;91;7;0,7
2/23/2020 6:00;0;No events found,;0;0;7;118;0,03;0,9;96;6,5;0,7
2/23/2020 8:00;0,55;1822;635;0;6,8;148;0,03;0;80;5,8;0,7
2/23/2020 10:00;0;0;0;0;6,6;146;0,02;0,8;76;6,6;0,7
2/23/2020 12:00;0;0;0;0;6,6;136;0,02;2,1;135;7,5;0,8
2/23/2020 14:00;0;0;0;0;6,3;135;0,02;1,5;70;5,8;0,7
2/23/2020 16:00;0,4;1651;725;0,56;6,2;46;0,03;0,9;83;7,3;0,8
2/23/2020 18:00;0;0;0;0;6,1;72;0,02;0,9;150;8,5;0,8
2/23/2020 20:00;0;0;0;0;118;118;0,03;1,1;87;5,7;0,5
2/23/2020 22:00;0;0;0;0;6,9;125;0,03;1,5;83;6,6;0,7
2/24/2020 0:00;0,05;1689;709;0;6,5;116;0,02;0,9;120;4,5;0,9
2/24/2020 2:00;0;0;0;0;6,5;136;0,03;0,9;96;4,5;0,3
2/24/2020 4:00;0;0;0;0;6,6;141;0,02;0,9;93;4,5;0,2
2/24/2020 6:00;0;No events found,;0;0;7;124;0,03;0,8;90;4,8;0,6
2/24/2020 8:00;0;0;0;0;0;0;0;0;0;0;0
2/24/2020 10:00;0;0;0;0;0;0;0;0;0;0;0
2/24/2020 12:00;0;0;0;0;0;0;0;0;0;0;0
2/24/2020 14:00;0;0;0;0;0;0;0;0;0;0;0
2/24/2020 16:00;0;0;0;0;0;0;0;0;0;0;0
2/24/2020 18:00;0;0;0;0;0;0;0;0;0;0;0
2/24/2020 20:00;0;0;0;0;131;131;0,01;0,9;76;6,9;0,7
2/24/2020 22:00;0;0;0;0;5,8;94;0,02;1,2;98;7,2;0,7
2/25/2020 0:00;0,61;1423;681;0;6,4;93;0,02;0,5;64;5,4;0,5
2/25/2020 2:00;0;0;0;0;6,1;90;0,03;0,5;56;5;0,5
2/25/2020 4:00;0;0;0;0;6,5;98;0,03;0,9;54;4,5;0,4
2/25/2020 6:00;0;No events found,;0;0;6,4;84;0,03;0,6;50;4,6;0,4
2/25/2020 8:00;0,59;1593;712;0;7,1;88;0,03;0,8;39;4,5;0,5
2/25/2020 10:00;0;0;0;0;6,9;91;0,03;0,9;68;5,7;0,7
2/25/2020 12:00;0;0;0;0;6,5;93;0,03;1,1;41;5,3;0,6
2/25/2020 14:00;0;0;0;0;6,4;101;0,03;1,6;62;6,1;0,7
2/25/2020 16:00;0,58;1116;632;0,55;6,3;103;0,03;0,6;96;6,4;0,7
2/25/2020 18:00;0;0;0;0;6,4;119;0,03;1,1;66;6,2;0,6
2/25/2020 20:00;0;0;0;0;140;140;0,02;3;118;7,3;0,8
2/25/2020 22:00;0;0;0;0;6,8;146;0,02;2,1;98;6,9;0,6
2/26/2020 0:00;0,42;1575;745;0;6,5;176;0,03;2,5;110;8;0,7
2/26/2020 2:00;0;0;0;0;6,1;160;0,03;2,5;137;7,4;0,7
2/26/2020 4:00;0;0;0;0;6;134;0,03;2,2;125;7,1;0,6
2/26/2020 6:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
2/26/2020 8:00;0,45;1537;689;0;6;112;0,03;1,82;72;5,4;0,5
2/26/2020 10:00;0;0;0;0;5;66;0,03;1,5;85;4,7;0,3
2/26/2020 12:00;0;0;0;0;5,5;88;0,03;1,8;89;4,7;0,3
2/26/2020 14:00;0;0;0;0;6;93;0,03;1,7;86;4,9;0,4
2/26/2020 16:00;0,48;1426;633;0,56;5,5;51;0,03;1,8;93;6,5;0,6
2/26/2020 18:00;0;0;0;0;6,4;68;0,02;1,5;71;4,9;0,5
2/26/2020 20:00;0;0;0;0;103;103;0,03;1,2;55;5,6;0,5
2/26/2020 22:00;0;0;0;0;5,9;74;0,02;2,1;62;7,1;0,8
2/27/2020 0:00;0,45;1382;621;0;6,6;94;0,02;1,8;68;4,9;0,5
2/27/2020 2:00;0;0;0;0;6,5;106;0,02;0,9;94;8,6;0,8
2/27/2020 4:00;0;0;0;0;6,4;85;0,02;0;89;6,6;0,7
2/27/2020 6:00;0;No events found,;0;0;6,6;97;0,03;0,9;67;5,5;0,5
2/27/2020 8:00;0,49;1468;697;0;6,8;98;0,03;0,9;70;5,5;0,6
2/27/2020 10:00;0;0;0;0;6,1;116;0,03;0,8;68;5,6;0,6
2/27/2020 12:00;0;0;0;0;6,5;109;0,03;1,1;82;6;0,6
2/27/2020 14:00;0;0;0;0;6,5;108;0,03;0,9;74;5,6;0,5
2/27/2020 16:00;0,54;1421;630;0,54;7;117;0,03;0,9;65;5,6;0,5
2/27/2020 18:00;0;0;0;0;6,2;89;0,02;0,9;72;6;0,6
2/27/2020 20:00;0;0;0;0;112;112;0,02;1,7;67;6,3;0,7
2/27/2020 22:00;0;0;0;0;0;0;0;0;0;0;0
2/28/2020 0:00;0,4;1446;758;0;5,5;96;0,03;1,5;78;5,7;0,5
2/28/2020 2:00;0;0;0;0;6,6;98;0,03;2;74;5,5;0,5
2/28/2020 4:00;0;0;0;0;7,1;112;0,03;1,8;77;5,9;0,6
2/28/2020 6:00;0;No events found,;0;0;6,7;121;0,03;2,8;98;8,3;0,8
2/28/2020 8:00;0,4;1443;719;0;6,4;92;0,03;2,4;108;6,8;0,8
2/28/2020 10:00;0;0;0;0;6,6;94;0,03;0,8;64;5,3;0,4
2/28/2020 12:00;0;0;0;0;6,8;93;0,03;0,9;76;6,1;0,5
2/28/2020 14:00;0;0;0;0;6,4;95;0,03;0,6;78;5,3;0,5
2/28/2020 16:00;0,5;1425;779;0,54;6,5;110;0,03;1,5;68;5,5;0,5
2/28/2020 18:00;0;0;0;0;6,5;124;0,03;0,9;68;6;0,5
2/28/2020 20:00;0;0;0;0;115;115;0,03;1,3;60;5,6;0,5
2/28/2020 22:00;0;0;0;0;6,8;118;0,03;1;61;5,5;0,5
2/29/2020 0:00;0,54;1367;622;0;6,9;100;0,02;0,9;68;5,8;0,5
2/29/2020 2:00;0;0;0;0;6,5;104;0,02;2;99;7,9;0,9
2/29/2020 4:00;0;0;0;0;6,4;104;0,02;1,2;84;6,4;0,6
2/29/2020 6:00;0;No events found,;0;0;6,5;98;0,02;1,2;65;6,4;0,5
2/29/2020 8:00;0,45;1488;732;0;6,4;89;0,03;0,9;79;6,8;0,7
2/29/2020 10:00;0;0;0;0;6,4;111;0,03;0,7;77;7,7;0,9
2/29/2020 12:00;0;0;0;0;6,4;116;0,03;0,8;79;6,6;0,6
2/29/2020 14:00;0;0;0;0;6,4;97;0,03;0,9;88;6,5;0,5
2/29/2020 16:00;0,51;1533;756;0;6,4;131;0,03;1,2;91;6,4;0,5
2/29/2020 18:00;0;0;0;0;6,6;116;0,03;0,9;86;5,6;0,5
2/29/2020 20:00;0;0;0;0;123;123;0,03;1;89;5,6;0,3
2/29/2020 22:00;0;0;0;0;6,3;137;0,03;0,9;91;5,7;0,4
03/01/2020 00:00;0,53;1494;630;0;6,5;125;0,03;1,3;89;6,9;0,7
03/01/2020 02:00;0;0;0;0;6,6;133;0,02;1,2;78;6,8;0,6
03/01/2020 04:00;0;0;0;0;6,2;142;0,03;1,5;109;6,1;0,2
03/01/2020 06:00;0;No events found,;0;0;6,3;141;0,03;2,4;80;7,3;0,8
03/01/2020 08:00;0,42;1531;745;0;7,2;190;0,02;1,8;83;7,4;0,8
03/01/2020 10:00;0;0;0;0;6,2;134;0,03;1,5;107;6,6;0,6
03/01/2020 12:00;0;0;0;0;6,5;115;0,03;1,8;64;6,4;0,6
03/01/2020 14:00;0;0;0;0;6,1;117;0,03;1,6;75;6,8;0,6
03/01/2020 16:00;0,48;1564;709;0;6,4;116;0,03;1,2;72;6,1;0,6
03/01/2020 18:00;0;0;0;0;6,6;120;0,03;1,3;70;6,8;0,7
03/01/2020 20:00;0;0;0;0;115;115;0,03;1;82;6;0,8
03/01/2020 22:00;0;0;0;0;6,4;118;0,03;1,6;68;6,4;0,7
03/02/2020 00:00;0,49;1414;791;0;7;119;0,03;1,5;73;7;0,7
03/02/2020 02:00;0;0;0;0;6,6;105;0,03;1,3;77;6,6;0,7
03/02/2020 04:00;0;0;0;0;6,4;115;0,02;1,7;66;7,1;0,8
03/02/2020 06:00;0;No events found,;0;0;7;141;0,02;2,8;86;5,9;0,6
03/02/2020 08:00;0,41;1325;784;0;6,2;110;0,03;2,7;146;12;1,2
03/02/2020 10:00;0;0;0;0;6,4;121;0,03;1,5;71;6,5;0,6
03/02/2020 12:00;0;0;0;0;6,3;97;0,03;2,1;86;6,9;0,6
03/02/2020 14:00;0;0;0;0;6,3;92;0,03;2,2;85;6,5;0,6
03/02/2020 16:00;0,55;1361;640;0,56;6,2;108;0,03;2,5;56;6,2;0,5
03/02/2020 18:00;0;0;0;0;6,4;111;0,03;1,8;108;8,1;0,8
03/02/2020 20:00;0;0;0;0;116;116;0,03;1,8;60;8,1;0,9
03/02/2020 22:00;0;0;0;0;6,8;124;0,03;2,2;54;6,5;0,7
03/03/2020 00:00;0,48;1320;752;0;6,5;123;0,03;3,2;74;6,3;0,5
03/03/2020 02:00;0;0;0;0;6,6;118;0,03;2,2;68;5,4;0,5
03/03/2020 04:00;0;0;0;0;6,1;124;0,03;2,7;64;6,8;0,6
03/03/2020 06:00;0;No events found,;0;0;6,3;103;0,03;2,8;93;7,5;0,5
03/03/2020 08:00;0,4;1271;752;0;6,3;107;0,03;2,2;50;6,7;0,6
03/03/2020 10:00;0;0;0;0;6,4;108;0,03;2,4;43;6,8;0,6
03/03/2020 12:00;0;0;0;0;6,3;97;0,03;2,4;101;7,4;0,7
03/03/2020 14:00;0;0;0;0;6,5;99;0,03;2,5;43;6,3;0,5
03/03/2020 16:00;0,52;1272;689;0;5,9;153;0,03;2,72;49;6,2;0,5
03/03/2020 18:00;0;0;0;0;6,6;110;0,02;2,3;74;7,1;0,8
03/03/2020 20:00;0;0;0;0;6,2;107;0,03;2,2;55;6,6;0,6
03/03/2020 22:00;0;0;0;0;6,4;145;0,03;2,4;44;5,4;0,2
03/04/2020 00:00;0,45;1265;786;0;6,6;106;0,03;2,2;61;6,7;0,7
03/04/2020 02:00;0;0;0;0;6,4;104;0,03;2,5;45;5,4;0,4
03/04/2020 04:00;0;0;0;0;6,6;107;0,03;2,3;44;4,5;0,4
03/04/2020 06:00;0;No events found,;0;0;6,9;103;0,03;2,5;49;5,4;0,6
03/04/2020 08:00;0,48;1205;789;0;6,5;96;0,03;2;51;6,5;0,6
03/04/2020 10:00;0;0;0;0;6,1;141;0,03;2,2;41;6,2;0,5
03/04/2020 12:00;0;0;0;0;6,1;96;0,03;2,4;96;7,6;0,9
03/04/2020 14:00;0;0;0;0;6;88;0,03;1,8;42;6,3;0,5
03/04/2020 16:00;0,49;1169;685;0;6;94;0,03;1,5;44;6,2;0,5
03/04/2020 18:00;0;0;0;0;6,4;98;0,03;2;41;5,2;0,3
03/04/2020 20:00;0;0;0;0;6;97;0,03;2,2;56;5,8;0,5
03/04/2020 22:00;0;0;0;0;6,1;93;0,03;1,8;49;6,4;0,4
03/05/2020 00:00;0,52;1116;720;0;6,4;105;0,03;2;60;5,1;0,3
03/05/2020 02:00;0;0;0;0;6,6;103;0,03;1,8;52;5,6;0,4
03/05/2020 04:00;0;0;0;0;6,5;108;0,03;1,9;50;5,8;0,5
03/05/2020 06:00;0;No events found,;0;0;6,6;105;0,03;1,9;55;5,8;0,4
03/05/2020 08:00;0;0;0;0;0;0;0;0;0;0;0
03/05/2020 10:00;0;0;0;0;0;0;0;0;0;0;0
03/05/2020 12:00;0;0;0;0;0;0;0;0;0;0;0
03/05/2020 14:00;0;0;0;0;0;0;0;0;0;0;0
03/05/2020 16:00;0,57;1055;622;0;5,6;86;0,02;1,5;46;6,1;0,6
03/05/2020 18:00;0;0;0;0;6,1;65;0,02;1,6;40;6,8;0,8
03/05/2020 20:00;0;0;0;0;6,2;76;0,02;1,2;20;5,8;0,5
03/05/2020 22:00;0;0;0;0;6,4;78;0,03;0,9;22;6,6;0,6
03/06/2020 00:00;0,45;1095;684;0;6;86;0,03;1,1;63;6,4;0,6
03/06/2020 02:00;0;0;0;0;6,2;81;0,03;1,4;69;6,8;0,5
03/06/2020 04:00;0;0;0;0;6,1;74;0,03;1,2;64;6,4;0,6
03/06/2020 06:00;0;No events found,;0;0;5,7;72;0,03;0,8;65;6,4;0,4
03/06/2020 08:00;0,51;1034;784;0;6,1;100;0,03;0,9;54;7,4;0,8
03/06/2020 10:00;0;0;0;0;6,1;103;0,04;0,6;56;7,6;0,8
03/06/2020 12:00;0;0;0;0;6,6;122;0,04;0,8;111;8,5;0,9
03/06/2020 14:00;0;0;0;0;6,4;119;0,03;0,6;75;8,6;0,8
03/06/2020 16:00;0,52;1022;590;0;6,6;114;0,03;0,9;66;8;0,8
03/06/2020 18:00;0;0;0;0;5,9;156;0,03;1,5;76;6,4;0,6
03/06/2020 20:00;0;0;0;0;5,7;83;0,03;1,8;91;8,2;0,7
03/06/2020 22:00;0;0;0;0;0;0;0;0;0;0;0
03/07/2020 00:00;0,54;970;648;0;6,1;86;0,03;1,4;65;5,5;0,6
03/07/2020 02:00;0;0;0;0;6,4;121;0,03;0,8;51;4,6;0,3
03/07/2020 04:00;0;0;0;0;6,1;101;0,03;1,1;67;6,5;0,5
03/07/2020 06:00;0;No events found,;0;0;6,1;93;0,03;1,4;58;5,4;0,9
03/07/2020 08:00;0,53;917;786;0;5,9;87;0,03;0,7;55;5,8;0,5
03/07/2020 10:00;0;0;0;0;6,2;102;0,03;0,7;57;11;0,7
03/07/2020 12:00;0;0;0;0;6,6;85;0,03;0,7;63;6,5;0,6
03/07/2020 14:00;0;0;0;0;6,6;92;0,03;0,7;54;6,6;0,7
03/07/2020 16:00;0,55;905;505;0;6,5;89;0,03;0,9;66;6,6;0,6
03/07/2020 18:00;0;0;0;0;6,3;98;0,03;0;46;6,6;0,7
03/07/2020 20:00;0;0;0;0;6,2;74;0,02;0;86;6,7;0,7
03/07/2020 22:00;0;0;0;0;6,4;83;0,02;0;63;5,5;0,6
03/08/2020 00:00;0,48;947;684;0;5,8;139;0,03;0;83;6,3;0,7
03/08/2020 02:00;0;0;0;0;6,1;104;0,02;0,6;92;5,5;0,6
03/08/2020 04:00;0;0;0;0;6,4;112;0,03;0;66;5,4;0,6
03/08/2020 06:00;0;No events found,;0;0;6,2;115;0,03;0,6;73;5,4;0,6
03/08/2020 08:00;0,52;932;688;0;5,7;160;0,02;0,3;78;5,7;0,7
03/08/2020 10:00;0;0;0;0;6,1;103;0,03;0,9;75;5,5;0,6
03/08/2020 12:00;0;0;0;0;6,3;98;0,03;0,6;65;5,8;0,4
03/08/2020 14:00;0;0;0;0;6;120;0,02;0,3;64;5,3;0,6
03/08/2020 16:00;0,53;987;754;0;5,6;170;0,03;0;57;5,6;0,7
03/08/2020 18:00;0;0;0;0;6;101;0,02;0;126;7;0,7
03/08/2020 20:00;0;0;0;0;6;97;0,03;0;62;5,4;0,5
03/08/2020 22:00;0;0;0;0;6,1;103;0,02;0;63;6;0,7
03/09/2020 00:00;0,62;1072;422;0;6,1;117;0,02;0;67;5,9;0,8
03/09/2020 02:00;0;0;0;0;6,2;128;0,02;0;65;6;0,8
03/09/2020 04:00;0;0;0;0;6;109;0,02;0;79;6,1;0,7
03/09/2020 06:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
03/09/2020 08:00;0,53;1163;741;0;6,1;125;0,03;0;68;5,1;0,5
