timestamp;acidez_day_tank;clorofila;degomagem_enzimatica_sabao_ika;degomagem_enzimatica_spin_test;clarificacao_cor_vermelha;clarificacao_clorofila;desodorizacao_acidez;desodorizacao_sabao;desodorizacao_clorofila;desodorizacao_cor_amarela;desodorizacao_cor_vermelha
07/10/2020 04:00;0;0;0;0;7,9;288;0,04;1,8;135;8,8;1,1
07/10/2020 06:00;0;No events found,;0;0;6,4;280;0,04;1,8;147;9,5;1,3
07/10/2020 08:00;1,33;550;654;0;0;0;0,03;0,9;159;9,5;1
07/10/2020 10:00;0;0;0;0;7,1;247;0,03;0,88;163;8,8;0,9
07/10/2020 12:00;0;0;0;0;7,2;117;0,03;0,9;124;8,9;1
07/10/2020 14:00;0;0;0;0;0;0;0,03;0,89;64;7,4;0,9
07/10/2020 16:00;0,76;534;692;0;6,7;85;0,03;0,8;56;8,1;0,8
07/10/2020 18:00;0;0;0;0;6,6;83;0,04;1,2;52;7,9;0,9
07/10/2020 20:00;0;0;0;0;73;100;0,04;0,9;63;8,5;0,9
07/10/2020 22:00;0;0;0;0;7,6;120;0,04;1;49;8,6;0,9
07/11/2020 00:00;0,89;589;598;0;6,8;118;0,03;1,2;68;8,1;0,9
07/11/2020 02:00;0;0;0;0;7,4;138;0,03;1,4;128;7,9;1,3
07/11/2020 04:00;0;0;0;0;6,9;144;0,03;1,2;148;8,8;1,1
07/11/2020 06:00;0;No events found,;0;0;7,9;166;0,04;1,1;135;9,2;0,9
07/11/2020 08:00;0,92;528;694;0;7,1;128;0,03;1,5;122;9,3;1,1
07/11/2020 10:00;0;0;0;0;6,6;110;0,03;1,2;90;8,1;0,8
07/11/2020 12:00;0;0;0;0;6,1;97;0,03;0,6;72;7,3;0,9
07/11/2020 14:00;0;0;0;0;7,1;81;0,03;1,1;45;7,6;0,9
07/11/2020 16:00;65;525;723;0;7,2;82;0,04;0,9;38;7,4;0,8
07/11/2020 18:00;0;0;0;0;7,6;89;0,04;1;51;8,8;0,9
07/11/2020 20:00;0;0;0;0;7,8;85;0,04;0,9;30;8,3;0,9
07/11/2020 22:00;0;No events found,;0;0;7,6;80;0,04;0,9;27;7,8;0,9
07/12/2020 00:00;0;538;789;0;7,9;82;0,03;1,2;38;8,1;0,9
07/12/2020 02:00;0;No events found,;0;0;7,9;78;0,04;1,1;45;7,4;0,8
07/12/2020 04:00;0;No events found,;0;0;7,4;76;0,03;1;24;8,2;0,9
07/12/2020 06:00;0;No events found,;0;0;7,1;79;0,03;1,2;52;8,4;1,1
07/12/2020 08:00;0,95;551;712;0;7,6;76;0,04;1,2;18;9,3;1,2
07/12/2020 10:00;0;0;0;0;0;0;0,04;0,6;34;8,5;0,9
07/12/2020 12:00;0;0;0;0;7,2;75;0,03;0,8;26;7,9;1
07/12/2020 14:00;0;0;0;0;6,9;84;0,03;0,6;19;7,8;1
07/12/2020 16:00;0,89;542;660;0;6,1;90;0,04;0,8;36;11;1,2
07/12/2020 18:00;0;0;0;0;7,6;74;0,03;0,84;47;9,3;1
07/12/2020 20:00;0;0;0;0;8;83;0,03;0,82;21;9,1;1,2
07/12/2020 22:00;0;0;0;0;8,1;90;0,04;0,8;29;8,9;0,9
7/13/2020 0:00;0,69;554;692;0,1;8,1;81;0,04;0,9;13;8,7;1
7/13/2020 2:00;0;0;0;0;6,6;104;0,05;1;10;7,5;0,9
7/13/2020 4:00;0;0;0;0;7,8;92;0,04;0,9;30;9,3;1
7/13/2020 6:00;0;No events found,;0;0;7,3;84;0,04;0,7;29;8,8;0,9
7/13/2020 8:00;0,95;526;664;0;7,9;93;0,04;1,2;18;9,4;1,1
7/13/2020 10:00;0;0;0;0;7,7;85;0,04;1,5;36;9,9;1,2
7/13/2020 12:00;0;0;0;0;7,6;72;0,04;0,9;55;11;1,1
7/13/2020 14:00;0;0;0;0;0;0;0;0;0;0;0
7/13/2020 16:00;1,11;510;833;0;7,63;71;0,04;0,84;4;9,5;1
7/13/2020 18:00;0;0;0;0;0;0;0;0;0;0;0
7/13/2020 20:00;0;0;0;0;0;0;0;0;0;0;0
7/13/2020 22:00;0;0;0;0;0;0;0;0;0;0;0
7/14/2020 0:00;0,7;563;772;0;0;0;0;0;0;0;0
7/14/2020 2:00;0;0;0;0;7,8;161;0,05;0,8;34;13;1,1
7/14/2020 4:00;0;0;0;0;0;0;0;0;0;0;0
7/14/2020 6:00;0;No events found,;0;0;7,6;109;0,04;0,9;54;11;0,9
7/14/2020 8:00;0,9;562;624;0,1;8,1;101;0,04;1,5;59;13;1,4
7/14/2020 10:00;0;0;0;0;7,9;106;0,05;1,5;21;9,7;1,1
7/14/2020 12:00;0;0;0;0;7,7;109;0,04;1,2;27;9,2;1
7/14/2020 14:00;0;0;0;0;7,9;117;0,04;1,8;33;9,3;0,9
7/14/2020 16:00;1,16;549;688;0;7,6;131;0,04;0,83;24;9,5;1,1
7/14/2020 18:00;0;0;0;0;7,5;171;0,04;1,11;40;9,4;0,9
7/14/2020 20:00;0;0;0;0;7,8;125;0,04;0,89;62;9,9;1
7/14/2020 22:00;0;0;0;0;7,8;123;0,04;0,83;54;9,9;1,7
7/15/2020 0:00;0,71;563;714;0;1,8;122;0,04;0,9;57;9;0,9
7/15/2020 2:00;0;0;0;0;7,9;124;0,04;1;64;9;0,9
7/15/2020 4:00;0;0;0;0;7,9;127;0,04;0,9;65;8,9;0,8
7/15/2020 6:00;0;No events found,;0;0;7,9;118;0,04;1;80;11;1,1
7/15/2020 8:00;0,99;615;587;0;7,2;88;0,04;0,5;75;12;1,5
7/15/2020 10:00;0;0;0;0;7,3;85;0,04;1,3;15;7,8;0,8
7/15/2020 12:00;0;0;0;0;7,2;88;0,04;0,8;31;8,4;0,9
7/15/2020 14:00;0;0;0;0;7,6;93;0,04;1,4;39;9,5;0,9
7/15/2020 16:00;0,89;652;621;0;7,1;94;0,04;1,2;45;9,1;0,9
7/15/2020 18:00;0;0;0;0;7,8;90;0,04;1,2;55;8,9;0,9
7/15/2020 20:00;0;0;0;0;8,1;125;0,04;1,5;65;9,2;1,1
7/15/2020 22:00;0;0;0;0;7,6;184;0,04;1,4;69;7,4;1,5
7/16/2020 0:00;0,98;575;665;0;7,5;104;0,04;1,51;89;11;1,1
7/16/2020 2:00;0;0;0;0;7;102;0,04;1,4;68;10;1,2
7/16/2020 4:00;0;0;0;0;7,8;104;0,05;0,9;46;8,4;0,9
7/16/2020 6:00;0;No events found,;0;0;7,3;93;0,04;1,51;46;8,8;0,8
7/16/2020 8:00;0,87;571;706;0;7,5;97;0,04;1,4;28;9,5;1,1
7/16/2020 10:00;0;0;0;0;7,4;96;0,04;0,5;21;8,5;0,9
7/16/2020 12:00;0;0;0;0;7,6;92;0,04;0,8;25;8,4;0,9
7/16/2020 14:00;0;0;0;0;7,3;104;0,04;0,9;29;8,9;0,9
7/16/2020 16:00;0,92;584;684;0;7,8;94;0,04;1;38;9,7;0,9
7/16/2020 18:00;0;0;0;0;8,1;100;0,03;0,9;29;8,4;1,1
7/16/2020 20:00;0;0;0;0;7,9;106;0,04;1,4;49;11;1,5
7/16/2020 22:00;0;0;0;0;8,3;108;0,04;1,1;70;11;1,1
7/17/2020 0:00;1,22;579;587;0;7,6;122;0,04;1,2;53;11;1,3
7/17/2020 2:00;0;0;0;0;7,8;111;0,04;1,4;60;11;1,2
7/17/2020 4:00;0;0;0;0;8;170;0,03;1,66;113;12;1,4
7/17/2020 6:00;0;No events found,;0;0;7,1;140;0,05;1,36;127;13;1,6
7/17/2020 8:00;0,74;603;679;0;7,1;173;0,05;0,6;48;9,9;1,1
7/17/2020 10:00;0;0;0;0;7,1;137;0,04;0,9;105;9,3;1
7/17/2020 12:00;0;0;0;0;7;129;0,04;0,9;87;9,2;0,9
7/17/2020 14:00;0;0;0;0;7,1;104;0,05;1;79;8,4;0,8
7/17/2020 16:00;0,91;615;648;0;7,8;105;0,04;1;65;9,9;0,9
7/17/2020 18:00;0;0;0;0;8;118;0,04;1,4;45;11;1,3
7/17/2020 20:00;0;0;0;0;8,2;144;0,04;1,2;65;9,9;1,1
7/17/2020 22:00;0;0;0;0;7,5;183;0,04;1,4;80;9,7;1,1
7/18/2020 0:00;1,19;644;712;0;7,4;202;0,04;1,41;123;11;1,1
7/18/2020 2:00;0;0;0;0;7,6;130;0,04;1,4;58;9,8;1
7/18/2020 4:00;0;0;0;0;7,4;144;0,05;1,48;111;11;1,1
7/18/2020 6:00;0;No events found,;0;0;7,4;153;0,03;1,42;74;9,8;1,1
7/18/2020 8:00;0,87;693;712;0;7,2;154;0,04;0,8;66;9,5;1
7/18/2020 10:00;0;0;0;0;7,2;154;0,04;0,8;64;9,9;1,1
7/18/2020 12:00;0;0;0;0;7,5;130;0,04;0,9;61;9,7;1,1
7/18/2020 14:00;0;0;0;0;7,6;131;0,04;1;50;9,6;1,2
7/18/2020 16:00;1,01;689;608;0;7,4;132;0,04;0,9;52;9,4;1,1
7/18/2020 18:00;0;0;0;0;7,3;128;0,03;0,6;51;9,8;1,1
7/18/2020 20:00;0;0;0;0;7,6;118;0,04;0,6;65;9,9;1,1
7/18/2020 22:00;0;No events found,;0;0;7,6;115;0,03;1,1;57;9,5;0,9
7/19/2020 0:00;0;689;685;0;7,8;126;0,04;1,4;49;9,9;1,4
7/19/2020 2:00;0;No events found,;0;0;7,9;108;0,04;1,1;55;9,5;1
7/19/2020 4:00;0;No events found,;0;0;7,6;112;0,04;1,6;94;9,5;0,9
7/19/2020 6:00;0;No events found,;0;0;7,7;108;0,03;1,1;68;9,9;1,1
7/19/2020 8:00;0,72;740;678;0;7,7;126;0,04;0,5;48;9,4;0,9
7/19/2020 10:00;0;0;0;0;7,8;135;0,04;0,9;44;11;1,2
7/19/2020 12:00;0;0;0;0;8,1;129;0,03;0,8;59;11;1,3
7/19/2020 14:00;0;0;0;0;8,2;124;0,03;0,9;44;9,4;1
7/19/2020 16:00;1,12;721;660;0;7,6;132;0,03;0,8;44;12;1,4
7/19/2020 18:00;0;0;0;0;8;193;0,03;0,8;50;9,9;1,1
7/19/2020 20:00;0;0;0;0;8;222;0,03;0,8;88;11;1,4
7/19/2020 22:00;0;0;0;0;7,9;243;0,03;1,2;97;11;1,3
7/20/2020 0:00;0,98;715;624;0,1;8,1;248;0,04;1,2;95;11;1,4
7/20/2020 2:00;0;0;0;0;7,9;255;0,03;1,4;115;11;1,1
7/20/2020 4:00;0;0;0;0;7,9;240;0,03;1,6;134;11;0,9
7/20/2020 6:00;0;No events found,;0;0;7,9;190;0,04;1,7;97;12;1,7
7/20/2020 8:00;1,01;587;558;0,1;6,6;101;0,03;1,11;119;14;1,5
7/20/2020 10:00;0;0;0;0;7,5;109;0,03;1,4;24;9,9;1,5
7/20/2020 12:00;0;0;0;0;7,6;110;0,03;0,82;34;10;1,6
7/20/2020 14:00;0;0;0;0;8,1;138;0,03;0,83;29;11;1,4
7/20/2020 16:00;0,99;585;682;0;7,4;125;0,03;1,2;60;9,9;1,3
7/20/2020 18:00;0;0;0;0;7,4;108;0,03;0,8;98;8,6;1
7/20/2020 20:00;0;0;0;0;7,4;120;0,04;0,9;52;8,4;1
7/20/2020 22:00;0;0;0;0;7,6;158;0,03;1,1;48;8,9;1,2
7/21/2020 0:00;0,94;615;612;0,1;7,3;223;0,03;1,1;94;8,6;0,9
7/21/2020 2:00;0;0;0;0;7,9;230;0,03;1,4;115;8,9;1,1
7/21/2020 4:00;0;0;0;0;8,1;256;0,04;1,6;264;9,6;1,3
7/21/2020 6:00;0;No events found,;0;0;7,9;211;0,03;1,6;221;8,9;1,2
7/21/2020 8:00;1,22;563;565;0,1;6,5;132;0,04;1,19;0;0;0
7/21/2020 10:00;0;0;0;0;6,6;118;0,04;1,21;131;9,4;1
7/21/2020 12:00;0;0;0;0;6,8;127;0,04;1,12;65;7,9;0,9
7/21/2020 14:00;0;0;0;0;6,8;92;0,04;0,85;58;8,7;1,1
7/21/2020 16:00;1,25;560;605;0,1;6,8;102;0,04;0,9;62;9;1,1
7/21/2020 18:00;0;0;0;0;7,1;97;0,04;1,2;84;8,4;1,1
7/21/2020 20:00;0;0;0;0;7,2;100;0,04;1,2;82;8,5;1
7/21/2020 22:00;0;0;0;0;7,6;106;0,04;1,5;42;7,6;0,9
7/22/2020 0:00;0,95;533;669;0,1;7,6;241;0,03;1,2;42;9,9;1,1
7/22/2020 2:00;0;0;0;0;7,2;361;0,03;0,6;112;8,9;1
7/22/2020 4:00;0;0;0;0;7,4;359;0,03;0,5;262;9,4;1
7/22/2020 6:00;0;No events found,;0;0;7,3;355;0,03;0,9;274;9,4;1,1
7/22/2020 8:00;1,22;531;780;0,1;6,4;210;0,03;1,16;272;9,1;1
7/22/2020 10:00;0;0;0;0;6,2;166;0,03;0,89;158;7,4;0,9
7/22/2020 12:00;0;0;0;0;5,5;161;0,03;1,81;112;6;0,9
7/22/2020 14:00;0;0;0;0;6,7;117;0,03;1,48;68;7,3;0,9
7/22/2020 16:00;1,33;535;667;0,1;6,6;97;0,04;1,8;45;6,5;0,8
7/22/2020 18:00;0;0;0;0;6,2;98;0,04;1,4;52;9;1,2
7/22/2020 20:00;0;0;0;0;7,1;70;0,04;0,9;80;9,1;1,3
7/22/2020 22:00;0;0;0;0;7,6;105;0,04;1,2;78;9,2;1,2
7/23/2020 0:00;0,94;595;714;0;7,6;109;0,03;0,8;42;9,9;1,3
7/23/2020 2:00;0;0;0;0;7,4;94;0,03;0,8;61;9,6;1,1
7/23/2020 4:00;0;0;0;0;7,4;87;0,03;0,9;48;8,9;0,9
7/23/2020 6:00;0;No events found,;0;0;6,7;96;0,03;0,5;53;8,1;0,9
7/23/2020 8:00;0,96;589;698;0;7,1;85;0,03;1;60;8,4;0,9
7/23/2020 10:00;0;0;0;0;7,7;85;0,03;1,1;49;7,9;0,8
7/23/2020 12:00;0;0;0;0;7,4;84;0,03;1,4;58;8,2;1
7/23/2020 14:00;0;0;0;0;7,7;85;0,04;1,3;63;9,3;1,1
7/23/2020 16:00;1,35;676;605;0;7,8;98;0,04;1,4;68;9,9;1,2
7/23/2020 18:00;0;0;0;0;7,6;90;0,04;1,4;51;8,4;0,9
7/23/2020 20:00;0;0;0;0;7,3;83;0,04;1,2;60;8,4;0,9
7/23/2020 22:00;0;0;0;0;7,5;98;0,04;1,5;54;9;0,9
7/24/2020 0:00;1,13;681;651;0;7,8;106;0,03;0,5;46;9,4;1,1
7/24/2020 2:00;0;0;0;0;7,4;120;0,03;0,9;61;9,6;1
7/24/2020 4:00;0;0;0;0;7,1;100;0,03;0,9;104;9,9;1,1
7/24/2020 6:00;0;No events found,;0;0;7,2;99;0,03;0,8;60;9,2;1
7/24/2020 8:00;1,1;689;598;0,1;8,1;96;0,03;1,1;66;8,9;0,9
7/24/2020 10:00;0;0;0;0;8,9;86;0,03;1,4;70;8,1;0,9
7/24/2020 12:00;0;0;0;0;8,4;98;0,04;1,1;74;9,1;0,8
7/24/2020 14:00;0;0;0;0;7,9;151;0,03;1,2;84;8,1;0,9
7/24/2020 16:00;1,2;693;678;0,1;8;132;0,03;1,7;84;9;0,9
7/24/2020 18:00;0;0;0;0;7,1;98;0,03;1,5;71;9,1;0,8
7/24/2020 20:00;0;0;0;0;7,6;111;0,04;1,6;62;8,2;0,8
7/24/2020 22:00;0;0;0;0;7;100;0,03;1,5;68;9,3;0,9
7/25/2020 0:00;1,19;688;887;0,1;6,9;98;0,03;0,89;73;9,9;1,2
7/25/2020 2:00;0;0;0;0;7;108;0,03;1,18;63;8;0,5
7/25/2020 4:00;0;0;0;0;7,5;129;0,04;0,9;64;9,4;1,2
7/25/2020 6:00;0;No events found,;0;0;No events found,;No events found,;0,04;0,9;61;9,5;1
7/25/2020 8:00;1,1;589;689;0;7,1;95;0,03;1,1;49;8,9;0,9
7/25/2020 10:00;0;0;0;0;7,8;98;0,04;1,4;68;9,1;0,9
7/25/2020 12:00;0;0;0;0;0;0;0;0;0;0;0
7/25/2020 14:00;0;0;0;0;8,2;92;0,03;1,3;74;9,8;0,9
7/25/2020 16:00;1,18;581;633;0,1;8;96;0,03;1,5;66;9;0,8
7/25/2020 18:00;0;0;0;0;7;123;0,03;1,5;99;8,4;0,8
7/25/2020 20:00;0;0;0;0;7,5;112;0,04;1,6;82;8,5;0,7
7/25/2020 22:00;0;0;0;0;7,3;98;0,03;1,5;73;9;0,8
7/26/2020 0:00;1,17;723;585;0,1;7,2;86;0,03;1,4;90;9,1;0,9
7/26/2020 2:00;0;0;0;0;7,6;98;0,04;1,4;79;8,3;0,8
7/26/2020 4:00;0;0;0;0;7,4;113;0,03;0,9;69;8,4;0,9
7/26/2020 6:00;0;No events found,;0;0;7;117;0,04;1,2;63;7,6;0,9
7/26/2020 8:00;0,98;689;715;0,1;8,6;100;0,03;1,1;45;8,1;0,9
7/26/2020 10:00;0;0;0;0;8,1;95;0,03;1,1;59;7,5;1
7/26/2020 12:00;0;0;0;0;8,2;95;0,03;1,4;68;8,6;0,9
7/26/2020 14:00;0;0;0;0;7,6;94;0,03;1,2;74;9,5;1,2
7/26/2020 16:00;1,1;674;697;0;7;86;0,03;1,4;64;8;0,8
7/26/2020 18:00;0;0;0;0;7,4;89;0,03;1,3;56;8,6;0,9
7/26/2020 20:00;0;0;0;0;7;80;0,03;1,5;60;8,4;0,8
7/26/2020 22:00;0;0;0;0;7,4;88;0,04;1,5;70;8,2;0,8
7/27/2020 0:00;1,15;705;659;0;7,3;98;0,03;0,91;62;13;1,6
7/27/2020 2:00;0;0;0;0;7,5;100;0,04;0,9;65;9,6;0,8
7/27/2020 4:00;0;0;0;0;7,1;89;0,04;0,9;68;11;0,9
7/27/2020 6:00;0;No events found,;0;0;7,6;66;0,03;1,2;70;8,6;0,9
7/27/2020 8:00;0,96;715;698;0;6,9;168;0,03;1,2;146;7,9;0,9
7/27/2020 10:00;0;0;0;0;7,4;149;0,03;1,4;136;6,4;0,9
7/27/2020 12:00;0;0;0;0;7,6;137;0,04;1,4;128;7;0,9
7/27/2020 14:00;0;0;0;0;7,4;146;0,03;1,5;179;7,4;0,9
7/27/2020 16:00;0;0;0;0;0;0;0;0;0;0;0
7/27/2020 18:00;0;0;0;0;0;0;0;0;0;0;0
7/27/2020 20:00;0;0;0;0;0;0;0;0;0;0;0
7/27/2020 22:00;0;0;0;0;0;0;0;0;0;0;0
7/28/2020 0:00;0;0;0;0;0;0;0;0;0;0;0
7/28/2020 2:00;0;0;0;0;0;0;0;0;0;0;0
7/28/2020 4:00;0;0;0;0;0;0;0;0;0;0;0
7/28/2020 6:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/28/2020 8:00;0;715;698;0;6,9;168;0,03;1,2;146;7,9;0,9
7/28/2020 10:00;0;No events found,;0;0;7,4;149;0,03;1,4;136;6,4;0,9
7/28/2020 12:00;0;No events found,;0;0;7,6;137;0,04;1,4;128;7;0,9
7/28/2020 14:00;0;No events found,;0;0;7,4;146;0,03;1,5;179;7,4;0,9
7/28/2020 16:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/28/2020 18:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/28/2020 20:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/28/2020 22:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/29/2020 0:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/29/2020 2:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/29/2020 4:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/29/2020 6:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/29/2020 8:00;0;0;0;0;0;0;0;0;0;0;0
7/29/2020 10:00;0;0;0;0;0;0;0;0;0;0;0
7/29/2020 12:00;0;0;0;0;0;0;0;0;0;0;0
7/29/2020 14:00;0;0;0;0;0;0;0;0;0;0;0
7/29/2020 16:00;0;0;0;0;0;0;0;0;0;0;0
7/29/2020 18:00;0;0;0;0;0;0;0;0;0;0;0
7/29/2020 20:00;0;0;0;0;0;0;0;0;0;0;0
7/29/2020 22:00;0;0;0;0;0;0;0;0;0;0;0
7/30/2020 0:00;0;0;0;0;0;0;0;0;0;0;0
7/30/2020 2:00;0;0;0;0;0;0;0;0;0;0;0
7/30/2020 4:00;0;0;0;0;0;0;0;0;0;0;0
7/30/2020 6:00;0;0;0;0;0;0;0;0;0;0;0
7/30/2020 8:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/30/2020 10:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/30/2020 12:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/30/2020 14:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/30/2020 16:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/30/2020 18:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/30/2020 20:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/30/2020 22:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/31/2020 0:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/31/2020 2:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/31/2020 4:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/31/2020 6:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/31/2020 8:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/31/2020 10:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/31/2020 12:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/31/2020 14:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/31/2020 16:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/31/2020 18:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/31/2020 20:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
7/31/2020 22:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/01/2020 00:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/01/2020 02:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/01/2020 04:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/01/2020 06:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/01/2020 08:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/01/2020 10:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/01/2020 12:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/01/2020 14:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/01/2020 16:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/01/2020 18:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/01/2020 20:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/01/2020 22:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/02/2020 00:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/02/2020 02:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/02/2020 04:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/02/2020 06:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/02/2020 08:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/02/2020 10:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/02/2020 12:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/02/2020 14:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/02/2020 16:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/02/2020 18:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/02/2020 20:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/02/2020 22:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/03/2020 00:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/03/2020 02:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/03/2020 04:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/03/2020 06:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/03/2020 08:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/03/2020 10:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/03/2020 12:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/03/2020 14:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/03/2020 16:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/03/2020 18:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/03/2020 20:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/03/2020 22:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/04/2020 00:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/04/2020 02:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/04/2020 04:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/04/2020 06:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/04/2020 08:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
08/04/2020 10:00;0;No events found,;0;0;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,;No events found,
