pi_timestamp	pi_value1	measurement_key
2019-05-14 23:00:00	0.39	fat_white_meal_L2
2019-03-09 03:00:00	0.48	fat_white_meal_L2
2019-07-20 05:00:00	11.63	moisture_beans_L2
2019-05-08 13:00:00	20.12	fat_beans_L1
2019-06-22 15:00:00	20.52	fat_beans_L1
2020-01-26 13:00:00	11.22	moisture_beans
2020-04-04 19:00:00	8.52	protein_hull_L1
2019-10-08 11:00:00	20.12	fat_beans_L2
2019-12-01 05:00:00	7.74	moisture_white_meal_L2
2019-06-09 17:00:00	0.45	fat_white_meal_L1
2019-08-12 23:00:00	34.71	protein_beans_L2
2019-03-26 23:00:00	45.32	protein_finished_meal_L1
2019-09-18 13:00:00	33.715	protein_beans
2020-01-29 05:00:00	11.83	moisture_beans
2020-05-25 21:00:00	7.74	moisture_white_meal_L1
2019-11-28 15:00:00	20.65	fat_beans_L2
2019-09-27 13:00:00	20.2	fat_beans_L1
2020-02-13 23:00:00	23.9	fat_beans_L1
2019-08-25 23:00:00	20.745	fat_beans
2019-03-27 15:00:00	45.07	protein_finished_meal_L1
2020-03-08 15:00:00	20.76	fat_beans
2019-12-04 07:00:00	6.05	moisture_white_meal_L2
2019-11-22 13:00:00	1.28	fat_finished_meal_L1
2019-11-08 17:00:00	12.255	moisture_beans
2019-08-21 05:00:00	33.44	protein_beans_L2
2019-11-04 13:00:00	44.13	protein_finished_meal_L2
2019-08-11 05:00:00	19.48	fat_beans_L2
2019-06-09 07:00:00	7.37	moisture_hull_L2
2019-10-05 07:00:00	0.91	fat_hull_L1
2019-12-11 17:00:00	7.01	moisture_white_meal_L1
2019-06-04 15:00:00	20.02	fat_beans_L1
2019-10-16 21:00:00	9.18	protein_hull_L1
2019-04-28 15:00:00	20.19	fat_beans_L2
2019-12-05 19:00:00	1.12	fat_hull_L2
2019-06-15 07:00:00	8.7	protein_hull_L2
2019-10-19 15:00:00	34.14	protein_beans_L1
2019-12-14 21:00:00	8.77	protein_hull_L1
2019-05-10 09:00:00	11.745	moisture_beans
2019-04-23 23:00:00	8.98	moisture_finished_meal_L2
2019-05-27 23:00:00	9.36	protein_hull_L1
2020-04-13 07:00:00	7.18	moisture_white_meal_L1
2019-11-14 13:00:00	33.06	protein_beans
2020-03-25 01:00:00	8.9	protein_hull_L2
2019-06-03 09:00:00	10.53	moisture_finished_meal_L1
2019-08-18 09:00:00	20.34	fat_beans
2019-04-23 01:00:00	10.94	moisture_beans
2019-04-24 05:00:00	3.58	fiber_finished_meal_L1
2019-11-26 15:00:00	8.86	protein_hull_L1
2019-11-07 13:00:00	11.85	moisture_beans
2019-11-20 07:00:00	0.28	fat_white_meal_L1
2020-02-24 05:00:00	45.08	protein_finished_meal_L1
2019-04-02 03:00:00	11.54	moisture_beans
2019-09-04 05:00:00	34.1	protein_beans
2020-04-06 01:00:00	23.02	fat_beans_L1
2018-11-13 17:00:00	21.39	fat_beans_L2
2019-10-24 05:00:00	20.61	fat_beans_L1
2020-01-16 17:00:00	11.04	moisture_finished_meal_L1
2019-04-04 15:00:00	20.9	fat_beans_L1
2019-12-05 23:00:00	1.37	fat_finished_meal_L2
2019-01-17 07:00:00	11.58	moisture_beans
2020-04-22 19:00:00	1.84	fat_hull_L2
2020-08-16 05:00:00	8.73	protein_hull_L1
2019-11-03 07:00:00	20.15	fat_beans_L2
2020-02-13 23:00:00	11.94	moisture_beans_L2
2019-04-05 19:00:00	0.39	fat_white_meal_L1
2020-07-15 21:00:00	6.38	moisture_hull_L2
2019-10-20 23:00:00	32.775	protein_beans
2019-11-27 23:00:00	11.71	moisture_beans_L2
2019-03-28 13:00:00	11.64	moisture_beans_L1
2020-05-28 13:00:00	1.6	fat_finished_meal_L1
2019-11-19 03:00:00	7.06	moisture_hull_L1
2019-08-20 17:00:00	19.21	fat_beans_L2
2019-05-12 15:00:00	34.08	protein_beans_L1
2019-03-08 19:00:00	0.48	fat_white_meal_L2
2019-08-19 23:00:00	11.67	moisture_beans_L2
2019-08-15 11:00:00	7.03	moisture_hull_L1
2020-01-14 19:00:00	32.38	protein_beans
2019-10-26 15:00:00	3.36	fiber_finished_meal_L2
2019-01-10 17:00:00	0.31	fat_white_meal_L2
2019-08-10 01:00:00	1.21	fat_finished_meal_L2
2020-05-07 09:00:00	3.46	fiber_finished_meal_L2
2020-03-11 05:00:00	33.27	protein_beans
2019-09-19 11:00:00	0.42	fat_white_meal_L1
2019-11-28 15:00:00	8.74	protein_hull_L2
2019-09-18 11:00:00	45.14	protein_finished_meal_L2
2020-01-09 17:00:00	8.76	moisture_white_meal_L1
2019-03-15 13:00:00	13.62	moisture_finished_meal_L1
2019-03-10 09:00:00	11.15	moisture_beans_L2
2019-12-14 19:00:00	6.99	moisture_hull_L2
2019-10-21 11:00:00	9.65	moisture_finished_meal_L1
2020-03-17 23:00:00	7.25	moisture_hull_L1
2019-05-22 05:00:00	8.59	protein_hull_L1
2020-06-09 13:00:00	8.6	protein_hull_L1
2020-07-07 09:00:00	9.35	protein_hull_L2
2020-02-26 11:00:00	21.18	fat_beans_L1
2020-02-27 05:00:00	0.38	fat_white_meal_L2
2019-01-28 05:00:00	45.62	protein_finished_meal_L1
2019-06-15 05:00:00	7.61	moisture_hull_L1
2019-07-22 05:00:00	34.21	protein_beans_L2
2019-04-16 09:00:00	20.56	fat_beans_L1
2019-07-03 21:00:00	11.76	moisture_finished_meal_L2
2019-08-21 17:00:00	6.87	moisture_hull_L1
2019-03-28 01:00:00	6.71	moisture_white_meal_L2
2019-08-23 05:00:00	31.97	protein_beans_L2
2018-11-10 15:00:00	2.88	fiber_finished_meal_L1
2019-12-19 23:00:00	7.59	moisture_white_meal_L1
2019-03-31 09:00:00	20.87	fat_beans_L2
2019-06-15 09:00:00	1.21	fat_finished_meal_L2
2019-10-17 07:00:00	33.56	protein_beans_L2
2020-02-18 13:00:00	1.41	fat_finished_meal_L1
2019-08-12 07:00:00	34.61	protein_beans_L1
2019-09-20 09:00:00	33.135000000000005	protein_beans
2019-09-22 03:00:00	33.585	protein_beans
2018-11-14 15:00:00	11.91	moisture_beans_L2
2019-12-03 09:00:00	3.15	fiber_finished_meal_L2
2019-05-04 07:00:00	9.25	moisture_finished_meal_L1
2019-08-04 23:00:00	11.83	moisture_beans_L1
2019-12-14 09:00:00	33.11	protein_beans_L2
2019-09-02 03:00:00	20.35	fat_beans
2019-05-25 05:00:00	7.23	moisture_hull_L2
2019-04-15 09:00:00	20.49	fat_beans_L1
2019-11-08 19:00:00	0.94	fat_hull_L1
2019-03-16 19:00:00	32.91	protein_beans
2020-03-28 11:00:00	0.49	fat_white_meal_L2
2019-11-16 04:00:00	0.45	fat_white_meal_L1
2019-04-11 03:00:00	11.06	moisture_beans_L2
2019-04-19 17:00:00	32.31	protein_beans
2019-09-19 23:00:00	20.845	fat_beans
2019-10-27 07:00:00	32.89	protein_beans_L2
2019-10-04 15:00:00	1.16	fat_finished_meal_L1
2019-05-27 09:00:00	0.47	fat_white_meal_L2
2020-01-25 15:00:00	33.1	protein_beans
2019-06-11 19:00:00	34.61	protein_beans_L2
2019-08-10 11:00:00	10.29	moisture_beans
2019-11-29 05:00:00	10.73	moisture_finished_meal_L1
2019-10-23 23:00:00	20.38	fat_beans_L1
2020-01-05 05:00:00	20.23	fat_beans_L2
2019-11-13 13:00:00	2.79	fiber_finished_meal_L1
2020-04-22 19:00:00	6.83	moisture_hull_L1
2020-02-02 13:00:00	32.6	protein_beans
2020-01-17 11:00:00	20.1	fat_beans_L1
2019-06-24 19:00:00	8.02	moisture_white_meal_L1
2019-04-13 13:00:00	10.84	moisture_finished_meal_L2
2019-06-02 13:00:00	10.76	moisture_white_meal_L2
2019-09-24 23:00:00	33.62	protein_beans
2018-11-07 13:00:00	6.46	moisture_white_meal_L1
2019-06-03 09:00:00	34.4	protein_beans_L2
2020-05-26 09:00:00	0.55	fat_white_meal_L2
2019-11-02 21:00:00	3.11	fiber_finished_meal_L1
2020-08-02 21:00:00	7.27	moisture_hull_L2
2019-09-29 01:00:00	20.48	fat_beans
2020-02-13 07:00:00	47.02	protein_finished_meal_L1
2019-07-15 13:00:00	7.76	moisture_hull_L2
2019-10-16 03:00:00	45.26	protein_finished_meal_L1
2019-12-15 15:00:00	1.06	fat_finished_meal_L2
2020-01-05 09:00:00	34.02	protein_beans
2019-08-24 17:00:00	12.0	moisture_beans_L2
2018-11-16 03:00:00	22.17	fat_beans
2019-06-18 17:00:00	34.04	protein_beans_L2
2019-12-03 07:00:00	0.98	fat_hull_L1
2020-03-12 05:00:00	0.56	fat_white_meal_L1
2019-07-16 11:00:00	34.46	protein_beans_L1
2019-08-09 21:00:00	20.4	fat_beans_L1
2020-08-14 09:00:00	1.3	fat_hull_L1
2019-10-13 15:00:00	11.31	moisture_finished_meal_L1
2020-01-15 15:00:00	33.03	protein_beans_L2
2019-01-22 09:00:00	46.32	protein_finished_meal_L1
2019-08-03 19:00:00	7.41	moisture_hull_L2
2019-08-19 23:00:00	19.24	fat_beans_L1
2020-05-22 11:00:00	0.54	fat_white_meal_L1
2020-03-17 01:00:00	1.25	fat_finished_meal_L2
2020-03-18 15:00:00	20.76	fat_beans_L2
2019-03-11 05:00:00	11.49	moisture_beans_L1
2020-02-14 07:00:00	33.24	protein_beans
2019-10-23 05:00:00	3.13	fiber_finished_meal_L2
2020-03-22 15:00:00	7.3	moisture_hull_L1
2019-02-28 11:00:00	33.17	protein_beans_L1
2020-06-03 19:00:00	46.48	protein_finished_meal_L1
2020-01-21 09:00:00	11.17	moisture_beans
2020-02-03 01:00:00	9.89	moisture_finished_meal_L1
2019-07-11 01:00:00	12.16	moisture_finished_meal_L1
2020-03-10 03:00:00	21.57	fat_beans_L2
2019-06-10 09:00:00	34.04	protein_beans_L2
2019-04-02 17:00:00	0.4	fat_white_meal_L1
2019-10-13 21:00:00	1.39	fat_finished_meal_L1
2019-04-01 07:00:00	0.47	fat_white_meal_L2
2019-06-09 07:00:00	46.13	protein_finished_meal_L1
2020-07-05 21:00:00	1.22	fat_hull_L1
2019-09-02 07:00:00	6.3	moisture_hull_L2
2019-10-24 19:00:00	0.83	fat_hull_L1
2019-05-26 23:00:00	44.45	protein_finished_meal_L1
2019-09-18 23:00:00	1.24	fat_finished_meal_L1
2019-11-20 15:00:00	9.72	protein_hull_L2
2018-11-18 01:00:00	0.44	fat_white_meal_L1
2020-03-17 13:00:00	21.02	fat_beans
2019-10-10 21:00:00	11.985	moisture_beans
2019-07-07 15:00:00	12.22	moisture_beans_L2
2019-08-19 23:00:00	45.47	protein_finished_meal_L2
2020-02-09 17:00:00	20.88	fat_beans
2020-05-11 07:00:00	0.55	fat_white_meal_L2
2019-03-08 23:00:00	33.38	protein_beans_L2
2019-09-11 09:00:00	2.66	fat_finished_meal_L1
2019-11-02 11:00:00	0.84	fat_hull_L1
2019-05-12 13:00:00	3.08	fiber_finished_meal_L1
2019-10-01 05:00:00	8.57	moisture_white_meal_L1
2019-05-20 09:00:00	0.32	fat_white_meal_L2
2020-02-24 11:00:00	1.25	fat_hull_L1
2019-07-27 01:00:00	10.59	moisture_finished_meal_L1
2019-08-22 03:00:00	44.63	protein_finished_meal_L1
2019-12-19 23:00:00	6.82	moisture_hull_L1
2020-04-01 01:00:00	10.37	moisture_finished_meal_L1
2019-09-20 03:00:00	8.78	protein_hull_L2
2019-08-17 13:00:00	1.0	fat_hull_L1
2019-08-15 09:00:00	9.02	protein_hull_L1
2019-08-14 05:00:00	9.11	moisture_finished_meal_L1
2020-01-24 17:00:00	11.49	moisture_beans_L2
2019-12-03 01:00:00	9.16	moisture_white_meal_L1
2019-10-02 21:00:00	6.78	moisture_hull_L2
2019-12-01 05:00:00	6.98	moisture_hull_L1
2019-07-22 15:00:00	9.03	protein_hull_L1
2019-08-09 03:00:00	34.05	protein_beans_L2
2020-01-09 15:00:00	1.28	fat_finished_meal_L1
2020-04-12 07:00:00	0.39	fat_white_meal_L2
2019-02-28 01:00:00	11.43	moisture_finished_meal_L1
2019-05-27 21:00:00	19.34	fat_beans
2019-04-16 17:00:00	20.77	fat_beans
2019-08-06 17:00:00	34.44	protein_beans_L2
2019-10-16 13:00:00	12.08	moisture_beans_L1
2019-02-24 21:00:00	11.46	moisture_finished_meal_L2
2019-12-17 21:00:00	1.38	fat_finished_meal_L1
2019-08-04 21:00:00	20.52	fat_beans_L2
2019-07-20 05:00:00	1.11	fat_finished_meal_L1
2020-02-05 11:00:00	0.5	fat_white_meal_L2
2019-07-03 13:00:00	11.61	moisture_beans_L2
2018-11-02 05:00:00	8.73	moisture_white_meal_L2
2019-06-23 07:00:00	7.26	moisture_white_meal_L2
2019-11-09 13:00:00	34.15	protein_beans
2019-07-12 19:00:00	12.72	moisture_finished_meal_L1
2019-07-18 11:00:00	21.06	fat_beans
2019-08-13 09:00:00	34.43	protein_beans_L1
2019-07-30 05:00:00	19.02	fat_beans_L2
2020-01-29 21:00:00	33.75	protein_beans_L1
2019-09-18 05:00:00	19.97	fat_beans_L1
2020-03-08 05:00:00	0.59	fat_white_meal_L1
2019-12-02 01:00:00	8.3	protein_hull_L1
2019-03-08 13:00:00	6.02	moisture_white_meal_L1
2019-09-20 11:00:00	20.64	fat_beans_L1
2019-05-16 07:00:00	3.9	fiber_finished_meal_L1
2019-12-12 15:00:00	2.66	fiber_finished_meal_L2
2019-06-06 19:00:00	7.2	moisture_hull_L2
2020-05-15 11:00:00	6.51	moisture_hull_L1
2019-05-21 21:00:00	0.33	fat_white_meal_L1
2019-06-26 15:00:00	7.51	moisture_hull_L1
2019-05-23 01:00:00	12.24	moisture_finished_meal_L1
2019-05-31 21:00:00	9.07	protein_hull_L2
2019-06-20 15:00:00	0.45	fat_white_meal_L2
2019-06-02 15:00:00	1.27	fat_hull_L2
2019-08-16 05:00:00	46.9	protein_finished_meal_L1
2020-04-13 21:00:00	10.15	moisture_white_meal_L2
2019-10-08 15:00:00	11.72	moisture_beans_L2
2019-10-11 17:00:00	1.32	fat_finished_meal_L1
2020-03-17 01:00:00	6.89	moisture_hull_L1
2019-06-05 03:00:00	33.89	protein_beans_L2
2020-01-20 01:00:00	11.61	moisture_beans_L2
2019-09-01 21:00:00	33.84	protein_beans_L1
2018-11-15 07:00:00	11.99	moisture_beans_L2
2019-04-02 05:00:00	0.55	fat_white_meal_L2
2019-06-03 23:00:00	20.01	fat_beans_L2
2020-05-18 19:00:00	46.12	protein_finished_meal_L1
2019-05-03 23:00:00	32.53	protein_beans_L2
2019-10-24 23:00:00	1.07	fat_hull_L1
2019-04-19 13:00:00	8.06	moisture_white_meal_L1
2019-04-27 05:00:00	0.41	fat_white_meal_L1
2019-08-23 05:00:00	9.07	moisture_finished_meal_L2
2019-05-19 01:00:00	21.03	fat_beans
2020-03-26 17:00:00	1.23	fat_finished_meal_L1
2019-12-09 11:00:00	33.74	protein_beans
2019-09-21 23:00:00	21.32	fat_beans_L2
2019-06-26 11:00:00	8.02	moisture_hull_L1
2019-11-11 03:00:00	1.29	fat_finished_meal_L1
2019-06-10 17:00:00	45.36	protein_finished_meal_L1
2020-07-17 19:00:00	1.17	fat_hull_L2
2019-06-05 07:00:00	8.55	moisture_white_meal_L1
2019-11-26 23:00:00	0.99	fat_hull_L1
2019-10-16 05:00:00	20.39	fat_beans_L2
2020-02-15 11:00:00	8.87	protein_hull_L1
2019-05-08 21:00:00	11.925	moisture_beans
2019-08-07 15:00:00	34.05	protein_beans_L2
2019-06-21 03:00:00	1.11	fat_finished_meal_L1
2020-05-23 21:00:00	10.18	moisture_finished_meal_L2
2019-11-26 13:00:00	32.98	protein_beans
2019-07-11 17:00:00	1.28	fat_hull_L2
2019-05-13 13:00:00	6.98	moisture_white_meal_L1
2020-01-04 23:00:00	11.44	moisture_beans_L1
2019-05-13 01:00:00	3.39	fiber_finished_meal_L2
2019-08-13 05:00:00	19.3	fat_beans_L2
2019-08-20 23:00:00	3.2	fiber_finished_meal_L1
2019-03-29 09:00:00	45.48	protein_finished_meal_L1
2019-01-06 23:00:00	45.07	protein_finished_meal_L1
2020-01-21 23:00:00	8.89	protein_hull_L1
2019-06-02 21:00:00	9.36	moisture_white_meal_L1
2019-11-22 05:00:00	9.76	moisture_white_meal_L1
2019-11-01 21:00:00	33.4	protein_beans_L2
2019-06-10 11:00:00	8.71	protein_hull_L1
2020-02-16 23:00:00	20.8	fat_beans_L1
2019-02-27 09:00:00	10.61	moisture_finished_meal_L1
2020-02-24 17:00:00	9.18	moisture_finished_meal_L1
2019-08-25 13:00:00	1.26	fat_hull_L1
2019-10-18 19:00:00	45.1	protein_finished_meal_L1
2020-03-13 09:00:00	1.23	fat_hull_L1
2019-09-27 17:00:00	3.23	fiber_finished_meal_L1
2019-07-28 05:00:00	19.67	fat_beans
2020-02-20 21:00:00	1.61	fat_hull_L1
2019-11-04 21:00:00	19.91	fat_beans_L2
2020-03-20 15:00:00	22.16	fat_beans_L1
2020-05-11 03:00:00	1.95	fat_finished_meal_L2
2020-02-23 03:00:00	8.68	protein_hull_L2
2020-03-29 01:00:00	11.69	moisture_beans_L1
2019-11-19 17:00:00	1.13	fat_finished_meal_L1
2019-07-15 19:00:00	34.3	protein_beans_L2
2019-08-28 01:00:00	10.46	moisture_finished_meal_L1
2019-10-09 01:00:00	8.82	protein_hull_L1
2020-01-20 05:00:00	33.84	protein_beans_L2
2019-05-24 01:00:00	11.575	moisture_beans
2019-06-29 23:00:00	20.28	fat_beans_L1
2019-12-01 15:00:00	11.69	moisture_beans
2019-05-12 21:00:00	32.79	protein_beans_L2
2019-05-10 21:00:00	1.26	fat_finished_meal_L2
2019-07-16 17:00:00	11.75	moisture_beans_L2
2020-01-24 21:00:00	10.47	moisture_finished_meal_L1
2019-07-16 03:00:00	3.46	fiber_finished_meal_L2
2019-01-20 09:00:00	11.32	moisture_beans_L2
2019-06-04 17:00:00	10.93	moisture_finished_meal_L1
2020-05-08 23:00:00	1.27	fat_finished_meal_L1
2020-06-05 05:00:00	10.35	moisture_white_meal_L2
2020-06-20 13:00:00	7.27	moisture_hull_L1
2020-01-28 23:00:00	1.65	fat_finished_meal_L1
2020-01-18 21:00:00	8.42	protein_hull_L1
2019-12-01 09:00:00	1.4	fat_finished_meal_L2
2019-11-15 09:00:00	6.64	moisture_hull_L2
2020-02-06 07:00:00	19.94	fat_beans_L1
2019-08-05 03:00:00	9.31	protein_hull_L2
2020-03-19 07:00:00	12.19	moisture_beans_L1
2019-10-28 11:00:00	20.48	fat_beans
2019-06-05 05:00:00	20.35	fat_beans_L2
2020-05-05 09:00:00	0.41	fat_white_meal_L2
2019-04-22 03:00:00	11.19	moisture_beans_L2
2020-03-11 23:00:00	34.02	protein_beans
2019-08-27 21:00:00	8.9	protein_hull_L2
2019-12-11 03:00:00	3.18	fiber_finished_meal_L1
2019-03-30 13:00:00	21.33	fat_beans_L2
2020-02-12 09:00:00	34.2	protein_beans_L1
2020-07-16 23:00:00	0.98	fat_hull_L1
2019-11-21 23:00:00	8.64	protein_hull_L1
2019-06-02 03:00:00	7.5	moisture_white_meal_L1
2019-09-29 21:00:00	20.84	fat_beans_L2
2019-06-24 19:00:00	48.41	protein_finished_meal_L2
2019-06-05 07:00:00	0.51	fat_white_meal_L1
2019-09-03 13:00:00	0.5	fat_white_meal_L1
2019-10-13 03:00:00	33.48	protein_beans_L2
2019-08-25 11:00:00	34.3	protein_beans
2019-06-25 19:00:00	20.38	fat_beans_L2
2019-05-15 23:00:00	7.87	moisture_white_meal_L1
2020-03-21 23:00:00	12.12	moisture_beans_L2
2019-10-09 13:00:00	1.9	fat_finished_meal_L2
2019-08-10 13:00:00	10.97	moisture_beans_L2
2018-11-14 01:00:00	33.09	protein_beans_L1
2020-01-29 07:00:00	11.86	moisture_finished_meal_L1
2019-08-17 09:00:00	10.39	moisture_finished_meal_L2
2020-06-22 21:00:00	8.82	protein_hull_L2
2020-02-22 23:00:00	1.3	fat_hull_L1
2020-02-15 11:00:00	33.15	protein_beans_L2
2019-01-19 19:00:00	21.56	fat_beans
2019-12-06 15:00:00	0.98	fat_hull_L1
2019-01-31 01:00:00	20.95	fat_beans_L2
2019-11-14 09:00:00	10.69	moisture_finished_meal_L2
2020-05-17 03:00:00	1.35	fat_hull_L1
2019-11-04 13:00:00	8.17	moisture_white_meal_L1
2019-02-22 05:00:00	21.62	fat_beans
2019-08-26 17:00:00	0.34	fat_white_meal_L1
2019-11-23 21:00:00	7.83	moisture_white_meal_L1
2019-11-14 19:00:00	1.29	fat_hull_L2
2019-12-17 01:00:00	7.56	moisture_white_meal_L1
2019-05-12 11:00:00	45.53	protein_finished_meal_L1
2019-11-27 17:00:00	21.36	fat_beans_L1
2019-12-19 05:00:00	33.13	protein_beans_L2
2019-09-13 13:00:00	32.7	protein_beans_L1
2020-04-13 15:00:00	1.38	fat_finished_meal_L1
2019-08-25 01:00:00	7.21	moisture_white_meal_L1
2019-11-21 01:00:00	0.93	fat_hull_L2
2019-11-03 11:00:00	10.52	moisture_white_meal_L2
2019-11-09 23:00:00	12.16	moisture_beans
2019-04-22 23:00:00	33.27	protein_beans_L1
2020-02-21 11:00:00	48.77	protein_finished_meal_L1
2019-11-22 01:00:00	3.14	fiber_finished_meal_L1
2020-01-20 05:00:00	1.21	fat_finished_meal_L1
2019-05-23 09:00:00	0.48	fat_white_meal_L2
2019-11-27 03:00:00	7.08	moisture_hull_L2
2019-05-17 15:00:00	20.38	fat_beans_L1
2019-04-29 03:00:00	20.29	fat_beans_L2
2019-11-06 09:00:00	8.64	protein_hull_L2
2019-12-19 19:00:00	1.3	fat_finished_meal_L1
2020-05-28 05:00:00	6.83	moisture_hull_L1
2019-08-16 03:00:00	19.8	fat_beans
2019-04-20 07:00:00	1.41	fat_finished_meal_L2
2019-10-21 21:00:00	10.17	moisture_finished_meal_L1
2019-09-20 15:00:00	33.84	protein_beans_L2
2020-07-17 21:00:00	1.17	fat_hull_L2
2019-09-16 21:00:00	33.07	protein_beans_L1
2019-08-08 19:00:00	18.94	fat_beans_L2
2019-11-07 03:00:00	9.71	moisture_white_meal_L2
2019-11-15 13:00:00	8.91	protein_hull_L1
2019-05-21 23:00:00	33.29	protein_beans_L1
2019-08-19 07:00:00	6.12	moisture_white_meal_L2
2019-10-04 01:00:00	44.47	protein_finished_meal_L1
2020-02-28 11:00:00	0.3	fat_white_meal_L1
2019-08-17 07:00:00	19.78	fat_beans_L1
2019-12-19 09:00:00	1.03	fat_hull_L2
2020-01-23 09:00:00	1.15	fat_hull_L1
2019-08-06 21:00:00	6.6	moisture_hull_L2
2020-04-05 09:00:00	11.34	moisture_beans_L2
2019-10-07 07:00:00	33.64	protein_beans_L2
2019-08-07 21:00:00	9.01	protein_hull_L1
2020-02-11 09:00:00	47.81	protein_finished_meal_L1
2019-07-16 23:00:00	3.56	fiber_finished_meal_L2
2019-05-11 23:00:00	11.32	moisture_beans_L2
2019-10-12 07:00:00	8.89	protein_hull_L1
2019-09-03 09:00:00	11.77	moisture_beans_L1
2020-03-14 05:00:00	3.07	fiber_finished_meal_L1
2019-07-29 05:00:00	0.52	fat_white_meal_L1
2019-03-04 07:00:00	21.99	fat_beans_L1
2019-10-22 03:00:00	7.04	moisture_hull_L1
2020-04-23 21:00:00	1.62	fat_finished_meal_L2
2020-07-03 11:00:00	1.01	fat_hull_L1
2019-07-26 23:00:00	2.94	fiber_finished_meal_L2
2020-06-19 21:00:00	6.68	moisture_hull_L2
2019-07-26 03:00:00	34.32	protein_beans_L1
2019-08-21 07:00:00	11.66	moisture_beans_L1
2019-06-20 13:00:00	3.44	fiber_finished_meal_L1
2019-05-22 11:00:00	12.01	moisture_beans_L2
2019-06-11 19:00:00	7.37	moisture_hull_L1
2019-11-14 03:00:00	2.37	fiber_finished_meal_L2
2019-05-27 21:00:00	18.7	fat_beans_L1
2020-07-03 05:00:00	1.35	fat_hull_L1
2019-06-05 21:00:00	11.76	moisture_beans_L1
2020-04-17 05:00:00	4.01	fiber_finished_meal_L1
2020-04-28 15:00:00	9.15	moisture_white_meal_L1
2019-06-04 01:00:00	34.32	protein_beans_L1
2019-02-28 13:00:00	11.41	moisture_beans_L1
2019-11-23 09:00:00	20.795	fat_beans
2019-10-12 05:00:00	7.32	moisture_hull_L1
2019-08-08 09:00:00	0.62	fat_hull_L2
2019-09-27 09:00:00	6.7	moisture_hull_L2
2020-02-28 21:00:00	2.7	fiber_finished_meal_L2
2019-08-27 19:00:00	1.23	fat_finished_meal_L2
2019-09-01 17:00:00	12.0	moisture_beans_L2
2019-07-12 13:00:00	11.05	moisture_beans_L1
2019-08-30 21:00:00	0.4	fat_white_meal_L1
2019-05-23 19:00:00	10.53	moisture_finished_meal_L1
2019-07-04 03:00:00	9.56	protein_hull_L1
2019-01-12 13:00:00	32.44	protein_beans_L2
2019-08-27 09:00:00	20.26	fat_beans_L2
2020-07-20 13:00:00	0.96	fat_hull_L2
2020-03-14 21:00:00	0.96	fat_hull_L1
2020-08-13 15:00:00	1.31	fat_hull_L1
2019-09-21 11:00:00	8.7	protein_hull_L1
2019-04-27 09:00:00	4.48	fiber_finished_meal_L1
2019-05-14 11:00:00	47.43	protein_finished_meal_L2
2019-10-01 03:00:00	6.87	moisture_hull_L1
2019-03-10 03:00:00	0.45	fat_white_meal_L2
2019-12-06 13:00:00	11.48	moisture_beans_L2
2019-03-02 19:00:00	11.21	moisture_beans_L1
2019-01-28 05:00:00	32.55	protein_beans_L1
2019-11-08 23:00:00	0.98	fat_hull_L2
2020-03-21 11:00:00	1.68	fat_finished_meal_L1
2018-11-18 09:00:00	34.1	protein_beans_L2
2019-06-18 07:00:00	45.59	protein_finished_meal_L1
2019-12-17 01:00:00	33.52	protein_beans_L1
2019-02-24 01:00:00	11.54	moisture_beans
2019-01-10 09:00:00	11.85	moisture_finished_meal_L1
2019-08-29 01:00:00	20.15	fat_beans_L1
2019-08-16 17:00:00	11.41	moisture_beans_L1
2019-10-05 05:00:00	8.83	protein_hull_L1
2019-10-26 11:00:00	20.985	fat_beans
2020-02-16 11:00:00	0.44	fat_white_meal_L1
2019-07-02 17:00:00	0.47	fat_white_meal_L1
2020-07-19 01:00:00	1.33	fat_hull_L1
2019-12-11 15:00:00	7.05	moisture_hull_L1
2019-02-01 23:00:00	9.11	moisture_white_meal_L2
2020-05-22 05:00:00	8.51	protein_hull_L1
2019-09-14 13:00:00	33.87	protein_beans_L1
2020-03-13 09:00:00	11.36	moisture_finished_meal_L1
2019-02-28 03:00:00	1.17	fat_finished_meal_L1
2019-03-10 09:00:00	2.99	fiber_finished_meal_L1
2019-10-26 05:00:00	1.14	fat_hull_L2
2019-07-27 13:00:00	11.12	moisture_beans_L1
2019-04-18 21:00:00	12.16	moisture_beans_L2
2019-09-23 23:00:00	3.0	fiber_finished_meal_L1
2019-06-20 19:00:00	19.78	fat_beans_L2
2019-03-15 15:00:00	12.21	moisture_beans_L2
2020-08-04 19:00:00	11.41	moisture_hull_L1
2020-04-12 09:00:00	12.0	moisture_beans_L2
2019-03-21 15:00:00	11.07	moisture_finished_meal_L2
2019-12-20 11:00:00	21.22	fat_beans_L2
2019-11-25 17:00:00	6.35	moisture_white_meal_L1
2020-07-25 21:00:00	8.33	protein_hull_L2
2019-11-23 23:00:00	11.965	moisture_beans
2020-06-18 07:00:00	6.73	moisture_hull_L2
2020-02-02 05:00:00	11.96	moisture_beans_L1
2019-06-11 19:00:00	46.89	protein_finished_meal_L1
2020-01-23 05:00:00	8.82	protein_hull_L1
2020-01-06 11:00:00	7.79	moisture_white_meal_L1
2020-04-01 05:00:00	9.62	moisture_white_meal_L1
2019-11-04 11:00:00	7.22	moisture_hull_L1
2020-03-21 01:00:00	9.01	protein_hull_L1
2020-02-17 11:00:00	45.56	protein_finished_meal_L1
